Entity,Code,Year,Maternal mortality ratio
Suriname,SUR,1992,373.9371
Suriname,SUR,1993,371.49118
Suriname,SUR,1994,362.8656
Suriname,SUR,1995,356.9548
Suriname,SUR,1996,311.4589
Suriname,SUR,1997,308.43558
Suriname,SUR,1998,307.3795
Suriname,SUR,1999,283.78915
Suriname,SUR,2000,278.23636
Suriname,SUR,2001,273.59506
Suriname,SUR,2002,260.11026
Suriname,SUR,2003,249.93709
Suriname,SUR,2004,228.97339
Suriname,SUR,2005,190.24297
Suriname,SUR,2006,192.28746
Suriname,SUR,2007,180.7464
Suriname,SUR,2008,168.68689
Suriname,SUR,2009,153.37115
Suriname,SUR,2010,138.30629
Suriname,SUR,2011,130.67004
Suriname,SUR,2012,130.63916
Suriname,SUR,2013,133.4904
Suriname,SUR,2014,135.08539
Suriname,SUR,2015,124.59628
Suriname,SUR,2016,105.23458
Suriname,SUR,2017,99.23462
Suriname,SUR,2018,97.626686
Suriname,SUR,2019,100.03647
Suriname,SUR,2020,96.45955
Sweden,SWE,1990,6.928258
Sweden,SWE,1991,6.841562
Sweden,SWE,1992,6.6949673
Sweden,SWE,1993,6.934295
Sweden,SWE,1994,6.2913156
Sweden,SWE,1995,6.342004
Sweden,SWE,1996,6.4563656
Sweden,SWE,1997,6.477574
Sweden,SWE,1998,5.4444733
Sweden,SWE,1999,5.567468
Sweden,SWE,2000,6.1463766
Sweden,SWE,2001,5.817198
Sweden,SWE,2002,5.670674
Sweden,SWE,2003,5.5996857
Sweden,SWE,2004,5.2790623
Sweden,SWE,2005,5.080043
Sweden,SWE,2006,5.154097
Sweden,SWE,2007,5.073368
Sweden,SWE,2008,5.0075545
Sweden,SWE,2009,4.9649205
Sweden,SWE,2010,4.530807
Sweden,SWE,2011,4.8888597
Sweden,SWE,2012,4.927526
Sweden,SWE,2013,4.927984
Sweden,SWE,2014,4.7789364
Sweden,SWE,2015,4.446441
Sweden,SWE,2016,4.422984
Sweden,SWE,2017,4.5124884
Sweden,SWE,2018,4.534765
Sweden,SWE,2019,4.5291615
Sweden,SWE,2020,4.507839
Switzerland,CHE,1990,10.499369
Switzerland,CHE,1991,10.082073
Switzerland,CHE,1992,9.861216
Switzerland,CHE,1993,10.393122
Switzerland,CHE,1994,10.611322
Switzerland,CHE,1995,10.803006
Switzerland,CHE,1996,9.5744915
Switzerland,CHE,1997,9.767166
Switzerland,CHE,1998,7.863416
Switzerland,CHE,1999,8.107548
Switzerland,CHE,2000,7.9042387
Switzerland,CHE,2001,8.552483
Switzerland,CHE,2002,9.188788
Switzerland,CHE,2003,8.866634
Switzerland,CHE,2004,8.942372
Switzerland,CHE,2005,9.384615
Switzerland,CHE,2006,8.906439
Switzerland,CHE,2007,8.370134
Switzerland,CHE,2008,8.2442875
Switzerland,CHE,2009,7.82125
Switzerland,CHE,2010,8.119124
Switzerland,CHE,2011,8.1103735
Switzerland,CHE,2012,7.393047
Switzerland,CHE,2013,7.2377806
Switzerland,CHE,2014,6.701007
Switzerland,CHE,2015,6.4625826
Switzerland,CHE,2016,8.056412
Switzerland,CHE,2017,6.1441317
Switzerland,CHE,2018,7.4348674
Switzerland,CHE,2019,7.1045384
Switzerland,CHE,2020,7.3787546
Syria,SYR,1990,43.1635
Syria,SYR,1991,41.344936
Syria,SYR,1992,39.29179
Syria,SYR,1993,39.665676
Syria,SYR,1994,40.17226
Syria,SYR,1995,36.45121
Syria,SYR,1996,37.689747
Syria,SYR,1997,36.77062
Syria,SYR,1998,38.02095
Syria,SYR,1999,35.649704
Syria,SYR,2000,33.697945
Syria,SYR,2001,29.312336
Syria,SYR,2002,26.1553
Syria,SYR,2003,23.708742
Syria,SYR,2004,24.771204
Syria,SYR,2005,23.495876
Syria,SYR,2006,21.463285
Syria,SYR,2007,20.531965
Syria,SYR,2008,21.798
Syria,SYR,2009,20.271557
Syria,SYR,2010,21.297922
Syria,SYR,2011,23.731134
Syria,SYR,2012,25.704975
Syria,SYR,2013,28.784449
Syria,SYR,2014,29.480343
Syria,SYR,2015,30.482605
Syria,SYR,2016,28.85131
Syria,SYR,2017,30.534977
Syria,SYR,2018,31.331284
Syria,SYR,2019,33.044685
Syria,SYR,2020,29.917326
Tanzania,TZA,1990,845.3861
Tanzania,TZA,1991,848.7042
Tanzania,TZA,1992,870.08325
Tanzania,TZA,1993,892.9978
Tanzania,TZA,1994,855.0743
Tanzania,TZA,1995,863.3862
Tanzania,TZA,1996,862.70514
Tanzania,TZA,1997,872.148
Tanzania,TZA,1998,863.31384
Tanzania,TZA,1999,791.2755
Tanzania,TZA,2000,760.08026
Tanzania,TZA,2001,707.27405
Tanzania,TZA,2002,672.19794
Tanzania,TZA,2003,625.1099
Tanzania,TZA,2004,588.0528
Tanzania,TZA,2005,559.39307
Tanzania,TZA,2006,546.7342
Tanzania,TZA,2007,566.03656
Tanzania,TZA,2008,604.6388
Tanzania,TZA,2009,556.1965
Tanzania,TZA,2010,485.92435
Tanzania,TZA,2011,458.0611
Tanzania,TZA,2012,393.65463
Tanzania,TZA,2013,379.70218
Tanzania,TZA,2014,352.0743
Tanzania,TZA,2015,329.54633
Tanzania,TZA,2016,297.5528
Tanzania,TZA,2017,280.37372
Tanzania,TZA,2018,266.82196
Tanzania,TZA,2019,261.8509
Tanzania,TZA,2020,238.29881
Thailand,THA,1990,59.96204
Thailand,THA,1991,58.18795
Thailand,THA,1992,56.49718
Thailand,THA,1993,54.70147
Thailand,THA,1994,47.39316
Thailand,THA,1995,47.439323
Thailand,THA,1996,45.114315
Thailand,THA,1997,44.220257
Thailand,THA,1998,39.796627
Thailand,THA,1999,44.93868
Thailand,THA,2000,48.207428
Thailand,THA,2001,48.283672
Thailand,THA,2002,39.70254
Thailand,THA,2003,39.681244
Thailand,THA,2004,42.299503
Thailand,THA,2005,39.52228
Thailand,THA,2006,37.866856
Thailand,THA,2007,37.990776
Thailand,THA,2008,37.487816
Thailand,THA,2009,36.837395
Thailand,THA,2010,35.334446
Thailand,THA,2011,33.527393
Thailand,THA,2012,32.161743
Thailand,THA,2013,31.459574
Thailand,THA,2014,30.709183
Thailand,THA,2015,30.154488
Thailand,THA,2016,29.014278
Thailand,THA,2017,28.730652
Thailand,THA,2018,28.804407
Thailand,THA,2019,28.839975
Thailand,THA,2020,28.600433
Togo,TGO,1990,591.07166
Togo,TGO,1991,575.28564
Togo,TGO,1992,586.02997
Togo,TGO,1993,591.4356
Togo,TGO,1994,564.7933
Togo,TGO,1995,553.9349
Togo,TGO,1996,544.5196
Togo,TGO,1997,534.59906
Togo,TGO,1998,534.1153
Togo,TGO,1999,495.68616
Togo,TGO,2000,479.33777
Togo,TGO,2001,478.5595
Togo,TGO,2002,461.19785
Togo,TGO,2003,457.51514
Togo,TGO,2004,489.64276
Togo,TGO,2005,494.4518
Togo,TGO,2006,517.4053
Togo,TGO,2007,515.386
Togo,TGO,2008,528.1141
Togo,TGO,2009,517.9403
Togo,TGO,2010,530.2921
Togo,TGO,2011,499.77847
Togo,TGO,2012,510.6789
Togo,TGO,2013,493.40314
Togo,TGO,2014,491.34827
Togo,TGO,2015,440.80606
Togo,TGO,2016,438.79565
Togo,TGO,2017,425.42966
Togo,TGO,2018,434.5416
Togo,TGO,2019,418.26276
Togo,TGO,2020,399.03983
Tonga,TON,1990,116.62584
Tonga,TON,1991,113.06913
Tonga,TON,1992,112.05388
Tonga,TON,1993,107.72767
Tonga,TON,1994,106.405045
Tonga,TON,1995,105.08315
Tonga,TON,1996,99.601204
Tonga,TON,1997,96.282234
Tonga,TON,1998,95.68893
Tonga,TON,1999,95.267586
Tonga,TON,2000,94.13625
Tonga,TON,2001,95.055664
Tonga,TON,2002,94.14018
Tonga,TON,2003,93.77125
Tonga,TON,2004,94.97705
Tonga,TON,2005,94.913124
Tonga,TON,2006,98.89569
Tonga,TON,2007,97.09368
Tonga,TON,2008,97.14145
Tonga,TON,2009,102.51873
Tonga,TON,2010,93.21016
Tonga,TON,2011,92.62318
Tonga,TON,2012,92.21047
Tonga,TON,2013,92.867836
Tonga,TON,2014,94.13238
Tonga,TON,2015,86.411766
Tonga,TON,2016,84.37877
Tonga,TON,2017,83.98709
Tonga,TON,2018,83.91316
Tonga,TON,2019,125.40065
Tonga,TON,2020,125.63764
Tunisia,TUN,1990,89.80588
Tunisia,TUN,1991,84.63934
Tunisia,TUN,1992,88.98559
Tunisia,TUN,1993,80.525955
Tunisia,TUN,1994,81.81344
Tunisia,TUN,1995,75.13393
Tunisia,TUN,1996,77.2183
Tunisia,TUN,1997,70.33219
Tunisia,TUN,1998,67.87907
Tunisia,TUN,1999,61.647488
Tunisia,TUN,2000,61.524525
Tunisia,TUN,2001,61.94047
Tunisia,TUN,2002,61.330288
Tunisia,TUN,2003,59.62745
Tunisia,TUN,2004,58.007946
Tunisia,TUN,2005,56.26467
Tunisia,TUN,2006,54.62103
Tunisia,TUN,2007,52.71191
Tunisia,TUN,2008,50.376373
Tunisia,TUN,2009,46.98267
Tunisia,TUN,2010,43.93077
Tunisia,TUN,2011,46.019775
Tunisia,TUN,2012,43.46059
Tunisia,TUN,2013,41.598137
Tunisia,TUN,2014,40.56089
Tunisia,TUN,2015,39.812748
Tunisia,TUN,2016,37.775417
Tunisia,TUN,2017,37.99607
Tunisia,TUN,2018,39.022385
Tunisia,TUN,2019,39.81871
Tunisia,TUN,2020,36.625584
Turkey,TUR,1990,42.789597
Turkey,TUR,1991,42.03231
Turkey,TUR,1992,42.936123
Turkey,TUR,1993,41.60429
Turkey,TUR,1994,40.825817
Turkey,TUR,1995,37.016
Turkey,TUR,1996,35.575478
Turkey,TUR,1997,35.43555
Turkey,TUR,1998,34.898224
Turkey,TUR,1999,32.402214
Turkey,TUR,2000,31.699001
Turkey,TUR,2001,30.3656
Turkey,TUR,2002,28.6153
Turkey,TUR,2003,28.498718
Turkey,TUR,2004,26.840485
Turkey,TUR,2005,25.405834
Turkey,TUR,2006,24.13056
Turkey,TUR,2007,23.393373
Turkey,TUR,2008,22.793474
Turkey,TUR,2009,22.243416
Turkey,TUR,2010,22.081305
Turkey,TUR,2011,22.631388
Turkey,TUR,2012,21.03112
Turkey,TUR,2013,19.994059
Turkey,TUR,2014,19.462902
Turkey,TUR,2015,19.384705
Turkey,TUR,2016,19.607624
Turkey,TUR,2017,16.895704
Turkey,TUR,2018,16.87219
Turkey,TUR,2019,17.008928
Turkey,TUR,2020,17.33207
Turkmenistan,TKM,1990,72.754745
Turkmenistan,TKM,1991,67.750015
Turkmenistan,TKM,1992,66.23186
Turkmenistan,TKM,1993,61.445644
Turkmenistan,TKM,1994,56.516636
Turkmenistan,TKM,1995,54.08086
Turkmenistan,TKM,1996,48.749252
Turkmenistan,TKM,1997,40.747276
Turkmenistan,TKM,1998,35.63595
Turkmenistan,TKM,1999,28.987188
Turkmenistan,TKM,2000,26.097494
Turkmenistan,TKM,2001,25.013838
Turkmenistan,TKM,2002,21.686407
Turkmenistan,TKM,2003,19.725815
Turkmenistan,TKM,2004,17.801453
Turkmenistan,TKM,2005,16.764992
Turkmenistan,TKM,2006,14.624349
Turkmenistan,TKM,2007,12.859046
Turkmenistan,TKM,2008,11.101537
Turkmenistan,TKM,2009,10.306997
Turkmenistan,TKM,2010,8.830767
Turkmenistan,TKM,2011,7.625664
Turkmenistan,TKM,2012,7.3321667
Turkmenistan,TKM,2013,6.6519713
Turkmenistan,TKM,2014,6.165672
Turkmenistan,TKM,2015,5.761661
Turkmenistan,TKM,2016,5.678853
Turkmenistan,TKM,2017,4.985303
Turkmenistan,TKM,2018,5.000818
Turkmenistan,TKM,2019,4.915799
Turkmenistan,TKM,2020,5.148083
Uganda,UGA,1990,602.28687
Uganda,UGA,1991,594.1673
Uganda,UGA,1992,578.4658
Uganda,UGA,1993,583.1076
Uganda,UGA,1994,561.89856
Uganda,UGA,1995,541.57025
Uganda,UGA,1996,526.4581
Uganda,UGA,1997,518.22003
Uganda,UGA,1998,486.0344
Uganda,UGA,1999,467.82474
Uganda,UGA,2000,461.45953
Uganda,UGA,2001,452.76834
Uganda,UGA,2002,452.50095
Uganda,UGA,2003,448.62927
Uganda,UGA,2004,442.41534
Uganda,UGA,2005,435.3547
Uganda,UGA,2006,416.23303
Uganda,UGA,2007,381.81735
Uganda,UGA,2008,390.76474
Uganda,UGA,2009,391.41635
Uganda,UGA,2010,371.98697
Uganda,UGA,2011,358.5249
Uganda,UGA,2012,334.36887
Uganda,UGA,2013,310.613
Uganda,UGA,2014,331.5632
Uganda,UGA,2015,318.52362
Uganda,UGA,2016,310.72708
Uganda,UGA,2017,312.8546
Uganda,UGA,2018,283.32196
Uganda,UGA,2019,291.6417
Uganda,UGA,2020,284.14078
Ukraine,UKR,1990,45.318787
Ukraine,UKR,1991,44.877663
Ukraine,UKR,1992,45.684116
Ukraine,UKR,1993,51.014847
Ukraine,UKR,1994,46.247646
Ukraine,UKR,1995,51.752342
Ukraine,UKR,1996,52.396404
Ukraine,UKR,1997,40.553467
Ukraine,UKR,1998,38.735607
Ukraine,UKR,1999,38.61496
Ukraine,UKR,2000,35.83351
Ukraine,UKR,2001,32.01638
Ukraine,UKR,2002,27.787132
Ukraine,UKR,2003,24.972815
Ukraine,UKR,2004,21.695845
Ukraine,UKR,2005,20.545982
Ukraine,UKR,2006,22.696247
Ukraine,UKR,2007,20.989285
Ukraine,UKR,2008,18.837124
Ukraine,UKR,2009,17.047537
Ukraine,UKR,2010,16.89622
Ukraine,UKR,2011,15.024555
Ukraine,UKR,2012,16.753998
Ukraine,UKR,2013,16.448982
Ukraine,UKR,2014,12.14538
Ukraine,UKR,2015,11.105476
Ukraine,UKR,2016,10.312097
Ukraine,UKR,2017,10.508445
Ukraine,UKR,2018,11.274244
Ukraine,UKR,2019,9.261322
Ukraine,UKR,2020,16.540369
United Kingdom,GBR,1990,9.532358
United Kingdom,GBR,1991,9.805634
United Kingdom,GBR,1992,8.686626
United Kingdom,GBR,1993,9.096584
United Kingdom,GBR,1994,9.368322
United Kingdom,GBR,1995,9.733994
United Kingdom,GBR,1996,9.750408
United Kingdom,GBR,1997,9.805708
United Kingdom,GBR,1998,9.936793
United Kingdom,GBR,1999,10.38851
United Kingdom,GBR,2000,10.977165
United Kingdom,GBR,2001,11.086224
United Kingdom,GBR,2002,11.476644
United Kingdom,GBR,2003,11.340939
United Kingdom,GBR,2004,11.06449
United Kingdom,GBR,2005,11.045703
United Kingdom,GBR,2006,10.9554615
United Kingdom,GBR,2007,10.65385
United Kingdom,GBR,2008,10.522921
United Kingdom,GBR,2009,10.103749
United Kingdom,GBR,2010,9.531991
United Kingdom,GBR,2011,9.05449
United Kingdom,GBR,2012,8.30973
United Kingdom,GBR,2013,8.359581
United Kingdom,GBR,2014,8.458806
United Kingdom,GBR,2015,8.391138
United Kingdom,GBR,2016,8.513193
United Kingdom,GBR,2017,8.518763
United Kingdom,GBR,2018,9.209214
United Kingdom,GBR,2019,9.223602
United Kingdom,GBR,2020,9.84248
United States,USA,1990,10.039863
United States,USA,1991,10.273819
United States,USA,1992,10.299621
United States,USA,1993,10.785038
United States,USA,1994,11.049206
United States,USA,1995,11.327949
United States,USA,1996,11.1208
United States,USA,1997,10.933628
United States,USA,1998,10.902584
United States,USA,1999,11.460322
United States,USA,2000,11.825416
United States,USA,2001,12.526937
United States,USA,2002,12.881137
United States,USA,2003,13.174967
United States,USA,2004,13.095221
United States,USA,2005,13.280294
United States,USA,2006,13.196189
United States,USA,2007,13.217258
United States,USA,2008,13.973742
United States,USA,2009,15.407203
United States,USA,2010,14.075043
United States,USA,2011,15.2635975
United States,USA,2012,15.820925
United States,USA,2013,16.416082
United States,USA,2014,16.783852
United States,USA,2015,17.377954
United States,USA,2016,18.447395
United States,USA,2017,19.143154
United States,USA,2018,19.452078
United States,USA,2019,19.852346
United States,USA,2020,21.084906
Uruguay,URY,1990,37.772785
Uruguay,URY,1991,35.81583
Uruguay,URY,1992,34.24227
Uruguay,URY,1993,32.762955
Uruguay,URY,1994,31.131098
Uruguay,URY,1995,29.111267
Uruguay,URY,1996,28.244295
Uruguay,URY,1997,27.651602
Uruguay,URY,1998,27.13089
Uruguay,URY,1999,26.617558
Uruguay,URY,2000,26.573479
Uruguay,URY,2001,23.50551
Uruguay,URY,2002,22.38272
Uruguay,URY,2003,22.325827
Uruguay,URY,2004,21.374083
Uruguay,URY,2005,20.37539
Uruguay,URY,2006,19.870277
Uruguay,URY,2007,19.307873
Uruguay,URY,2008,18.974514
Uruguay,URY,2009,18.367128
Uruguay,URY,2010,17.757196
Uruguay,URY,2011,17.403322
Uruguay,URY,2012,16.934158
Uruguay,URY,2013,16.66852
Uruguay,URY,2014,16.855927
Uruguay,URY,2015,16.886463
Uruguay,URY,2016,17.346434
Uruguay,URY,2017,16.402637
Uruguay,URY,2018,18.063942
Uruguay,URY,2019,20.070677
Uruguay,URY,2020,18.638363
Uzbekistan,UZB,1990,61.17491
Uzbekistan,UZB,1991,57.207874
Uzbekistan,UZB,1992,51.80834
Uzbekistan,UZB,1993,48.00952
Uzbekistan,UZB,1994,47.131447
Uzbekistan,UZB,1995,42.809185
Uzbekistan,UZB,1996,43.25583
Uzbekistan,UZB,1997,42.08603
Uzbekistan,UZB,1998,41.61582
Uzbekistan,UZB,1999,40.42654
Uzbekistan,UZB,2000,42.646996
Uzbekistan,UZB,2001,40.28183
Uzbekistan,UZB,2002,41.287518
Uzbekistan,UZB,2003,42.90228
Uzbekistan,UZB,2004,42.497417
Uzbekistan,UZB,2005,45.119728
Uzbekistan,UZB,2006,43.912548
Uzbekistan,UZB,2007,40.96167
Uzbekistan,UZB,2008,38.47462
Uzbekistan,UZB,2009,37.883907
Uzbekistan,UZB,2010,37.77097
Uzbekistan,UZB,2011,37.135418
Uzbekistan,UZB,2012,35.982048
Uzbekistan,UZB,2013,33.78471
Uzbekistan,UZB,2014,31.67814
Uzbekistan,UZB,2015,30.687843
Uzbekistan,UZB,2016,30.283514
Uzbekistan,UZB,2017,29.709887
Uzbekistan,UZB,2018,30.710342
Uzbekistan,UZB,2019,29.838999
Uzbekistan,UZB,2020,30.178492
Vanuatu,VUT,1990,110.82674
Vanuatu,VUT,1991,110.9323
Vanuatu,VUT,1992,110.823204
Vanuatu,VUT,1993,112.26018
Vanuatu,VUT,1994,112.64324
Vanuatu,VUT,1995,110.71778
Vanuatu,VUT,1996,105.28857
Vanuatu,VUT,1997,107.912674
Vanuatu,VUT,1998,103.69856
Vanuatu,VUT,1999,118.41556
Vanuatu,VUT,2000,108.714294
Vanuatu,VUT,2001,98.22948
Vanuatu,VUT,2002,95.61281
Vanuatu,VUT,2003,96.73306
Vanuatu,VUT,2004,96.61606
Vanuatu,VUT,2005,97.5368
Vanuatu,VUT,2006,97.49601
Vanuatu,VUT,2007,97.9556
Vanuatu,VUT,2008,86.39318
Vanuatu,VUT,2009,87.8956
Vanuatu,VUT,2010,93.05518
Vanuatu,VUT,2011,95.07076
Vanuatu,VUT,2012,86.59855
Vanuatu,VUT,2013,86.853004
Vanuatu,VUT,2014,92.41113
Vanuatu,VUT,2015,91.89844
Vanuatu,VUT,2016,94.22903
Vanuatu,VUT,2017,94.29133
Vanuatu,VUT,2018,96.58236
Vanuatu,VUT,2019,92.777275
Vanuatu,VUT,2020,94.44282
Venezuela,VEN,1990,100.69904
Venezuela,VEN,1991,92.36394
Venezuela,VEN,1992,96.16862
Venezuela,VEN,1993,96.39916
Venezuela,VEN,1994,92.3853
Venezuela,VEN,1995,94.205376
Venezuela,VEN,1996,98.61096
Venezuela,VEN,1997,95.64957
Venezuela,VEN,1998,89.06877
Venezuela,VEN,1999,97.23984
Venezuela,VEN,2000,92.4087
Venezuela,VEN,2001,107.495186
Venezuela,VEN,2002,99.52492
Venezuela,VEN,2003,108.68434
Venezuela,VEN,2004,106.739975
Venezuela,VEN,2005,95.36842
Venezuela,VEN,2006,95.823135
Venezuela,VEN,2007,97.21888
Venezuela,VEN,2008,105.269196
Venezuela,VEN,2009,109.54586
Venezuela,VEN,2010,112.200714
Venezuela,VEN,2011,118.35153
Venezuela,VEN,2012,118.61577
Venezuela,VEN,2013,124.45976
Venezuela,VEN,2014,119.05845
Venezuela,VEN,2015,125.77012
Venezuela,VEN,2016,150.41739
Venezuela,VEN,2017,174.80872
Venezuela,VEN,2018,179.33174
Venezuela,VEN,2019,176.52684
Venezuela,VEN,2020,259.18643
Vietnam,VNM,1990,114.23398
Vietnam,VNM,1991,101.44709
Vietnam,VNM,1992,104.70667
Vietnam,VNM,1993,93.76945
Vietnam,VNM,1994,91.14422
Vietnam,VNM,1995,92.926834
Vietnam,VNM,1996,92.05101
Vietnam,VNM,1997,89.59784
Vietnam,VNM,1998,90.562096
Vietnam,VNM,1999,90.43678
Vietnam,VNM,2000,88.46067
Vietnam,VNM,2001,75.50317
Vietnam,VNM,2002,72.05686
Vietnam,VNM,2003,69.819214
Vietnam,VNM,2004,66.90947
Vietnam,VNM,2005,65.997215
Vietnam,VNM,2006,65.809395
Vietnam,VNM,2007,63.713566
Vietnam,VNM,2008,62.11956
Vietnam,VNM,2009,61.07791
Vietnam,VNM,2010,60.04697
Vietnam,VNM,2011,57.835896
Vietnam,VNM,2012,56.253845
Vietnam,VNM,2013,54.424683
Vietnam,VNM,2014,52.931446
Vietnam,VNM,2015,51.86714
Vietnam,VNM,2016,51.353523
Vietnam,VNM,2017,51.51082
Vietnam,VNM,2018,51.061047
Vietnam,VNM,2019,50.43643
Vietnam,VNM,2020,45.530025
Yemen,YEM,1990,383.90952
Yemen,YEM,1991,369.3595
Yemen,YEM,1992,368.42075
Yemen,YEM,1993,347.5976
Yemen,YEM,1994,357.9511
Yemen,YEM,1995,341.94156
Yemen,YEM,1996,336.23206
Yemen,YEM,1997,324.082
Yemen,YEM,1998,315.1185
Yemen,YEM,1999,298.2432
Yemen,YEM,2000,274.97693
Yemen,YEM,2001,266.21445
Yemen,YEM,2002,240.55801
Yemen,YEM,2003,222.32538
Yemen,YEM,2004,209.69948
Yemen,YEM,2005,196.47777
Yemen,YEM,2006,183.0726
Yemen,YEM,2007,167.64091
Yemen,YEM,2008,168.44948
Yemen,YEM,2009,155.33047
Yemen,YEM,2010,156.6496
Yemen,YEM,2011,155.16437
Yemen,YEM,2012,157.6561
Yemen,YEM,2013,150.95755
Yemen,YEM,2014,156.02693
Yemen,YEM,2015,163.92967
Yemen,YEM,2016,171.83197
Yemen,YEM,2017,179.46648
Yemen,YEM,2018,175.63083
Yemen,YEM,2019,181.33215
Yemen,YEM,2020,183.39972
Zambia,ZMB,1990,602.9902
Zambia,ZMB,1991,607.2958
Zambia,ZMB,1992,599.1928
Zambia,ZMB,1993,576.1547
Zambia,ZMB,1994,543.74713
Zambia,ZMB,1995,523.1933
Zambia,ZMB,1996,508.71634
Zambia,ZMB,1997,500.6629
Zambia,ZMB,1998,491.66293
Zambia,ZMB,1999,468.4201
Zambia,ZMB,2000,418.6942
Zambia,ZMB,2001,362.62503
Zambia,ZMB,2002,337.08258
Zambia,ZMB,2003,308.1953
Zambia,ZMB,2004,311.69516
Zambia,ZMB,2005,309.2504
Zambia,ZMB,2006,306.0923
Zambia,ZMB,2007,295.85287
Zambia,ZMB,2008,319.58072
Zambia,ZMB,2009,326.5901
Zambia,ZMB,2010,268.49405
Zambia,ZMB,2011,232.77356
Zambia,ZMB,2012,220.6309
Zambia,ZMB,2013,191.35355
Zambia,ZMB,2014,168.83693
Zambia,ZMB,2015,165.72624
Zambia,ZMB,2016,155.3573
Zambia,ZMB,2017,155.82332
Zambia,ZMB,2018,144.87115
Zambia,ZMB,2019,128.84006
Zambia,ZMB,2020,134.66542
Zimbabwe,ZWE,1990,337.5501
Zimbabwe,ZWE,1991,346.73132
Zimbabwe,ZWE,1992,349.56744
Zimbabwe,ZWE,1993,346.98022
Zimbabwe,ZWE,1994,352.07843
Zimbabwe,ZWE,1995,363.99518
Zimbabwe,ZWE,1996,361.6028
Zimbabwe,ZWE,1997,323.441
Zimbabwe,ZWE,1998,321.5364
Zimbabwe,ZWE,1999,384.5703
Zimbabwe,ZWE,2000,387.75034
Zimbabwe,ZWE,2001,589.1738
Zimbabwe,ZWE,2002,442.7154
Zimbabwe,ZWE,2003,533.8988
Zimbabwe,ZWE,2004,488.08743
Zimbabwe,ZWE,2005,533.07275
Zimbabwe,ZWE,2006,558.164
Zimbabwe,ZWE,2007,656.42145
Zimbabwe,ZWE,2008,684.827
Zimbabwe,ZWE,2009,669.8878
Zimbabwe,ZWE,2010,618.3297
Zimbabwe,ZWE,2011,562.12067
Zimbabwe,ZWE,2012,527.61646
Zimbabwe,ZWE,2013,495.25714
Zimbabwe,ZWE,2014,440.85205
Zimbabwe,ZWE,2015,408.11902
Zimbabwe,ZWE,2016,399.7575
Zimbabwe,ZWE,2017,366.381
Zimbabwe,ZWE,2018,358.5035
Zimbabwe,ZWE,2019,393.1763
Zimbabwe,ZWE,2020,356.7589
